problem_seed,initialization,init_seed,rank,magnitude_strength,true_direction_rank,direction_strength,selected_learning_rate,optimization_steps,optimization_mse,optimized_dora_relative_weight_error,optimized_dora_expected_output_mse,optimized_dora_direction_error,optimized_dora_magnitude_relative_mae,feasible_dora_relative_weight_error,feasible_dora_expected_output_mse,feasible_dora_direction_error,feasible_dora_magnitude_relative_mae,lora_oracle_relative_weight_error,lora_oracle_expected_output_mse,lora_oracle_direction_error,lora_oracle_magnitude_relative_mae
201,1,1020302,4,0.0,4,0.35,0.01,247,7.943990653009117e-14,1.49272307226056e-06,2.5420770089629174e-12,0.0,1.564621925354004e-07,1.29915719071505e-07,1.9255447524001504e-14,-3.725290298461914e-08,3.3527612686157227e-08,1.1684894474228713e-07,1.5576854584843647e-14,-1.4901161193847656e-08,5.587935447692871e-08
201,2,1020303,4,0.0,4,0.35,0.1,412,6.654576791952777e-14,1.366218384646345e-06,2.1294645734248885e-12,-1.862645149230957e-08,1.8998980522155762e-07,1.29915719071505e-07,1.9255447524001504e-14,-3.725290298461914e-08,3.3527612686157227e-08,1.1684894474228713e-07,1.5576854584843647e-14,-1.4901161193847656e-08,5.587935447692871e-08
201,3,1020304,4,0.0,4,0.35,0.01,309,1.7911367918357901e-12,7.088009169819998e-06,5.7316377338745284e-11,7.450580596923828e-09,7.450580596923828e-08,1.29915719071505e-07,1.9255447524001504e-14,-3.725290298461914e-08,3.3527612686157227e-08,1.1684894474228713e-07,1.5576854584843647e-14,-1.4901161193847656e-08,5.587935447692871e-08
201,4,1020305,4,0.0,4,0.35,0.01,241,9.488438680593791e-14,1.6313879314111546e-06,3.0363003777900133e-12,-7.450580596923828e-09,1.043081283569336e-07,1.29915719071505e-07,1.9255447524001504e-14,-3.725290298461914e-08,3.3527612686157227e-08,1.1684894474228713e-07,1.5576854584843647e-14,-1.4901161193847656e-08,5.587935447692871e-08
201,0,1020301,4,0.4,4,0.35,0.1,627,1.0271401378091419e-13,1.6573237644479377e-06,3.286848440989254e-12,1.1175870895385742e-08,1.6763806343078613e-07,1.3840045198776352e-07,2.2921338357082335e-14,-3.725290298461914e-09,3.725290298461914e-08,0.1837637573480606,0.04040960967540741,0.008895833045244217,0.13448300957679749
201,1,1020302,4,0.4,4,0.35,0.01,309,6.900584297768811e-14,1.358424356112664e-06,2.2081869752860195e-12,1.4901161193847656e-08,1.1175870895385742e-07,1.3840045198776352e-07,2.2921338357082335e-14,-3.725290298461914e-09,3.725290298461914e-08,0.1837637573480606,0.04040960967540741,0.008895833045244217,0.13448300957679749
201,2,1020303,4,0.4,4,0.35,0.01,306,8.277255427293143e-14,1.4877696230541915e-06,2.6487217367338056e-12,1.1175870895385742e-08,1.4528632164001465e-07,1.3840045198776352e-07,2.2921338357082335e-14,-3.725290298461914e-09,3.725290298461914e-08,0.1837637573480606,0.04040960967540741,0.008895833045244217,0.13448300957679749
201,3,1020304,4,0.4,4,0.35,0.01,314,8.252154791747388e-14,1.4855121435175533e-06,2.640689533359164e-12,2.9802322387695312e-08,1.3783574104309082e-07,1.3840045198776352e-07,2.2921338357082335e-14,-3.725290298461914e-09,3.725290298461914e-08,0.1837637573480606,0.04040960967540741,0.008895833045244217,0.13448300957679749
201,4,1020305,4,0.4,4,0.35,0.03,267,7.31950443181098e-14,1.3990503475724836e-06,2.3422414181795137e-12,3.725290298461914e-09,1.2665987014770508e-07,1.3840045198776352e-07,2.2921338357082335e-14,-3.725290298461914e-09,3.725290298461914e-08,0.1837637573480606,0.04040960967540741,0.008895833045244217,0.13448300957679749
201,0,1020301,4,0.8,4,0.35,0.03,1645,8.513347226615439e-14,1.3987640841151006e-06,2.7242711125169405e-12,2.2351741790771484e-08,1.825392246246338e-07,1.3245796992578107e-07,2.4429666866917013e-14,7.450580596923828e-09,2.60770320892334e-08,0.29327279329299927,0.11975812166929245,0.048593804240226746,0.2879609763622284
201,1,1020302,4,0.8,4,0.35,0.03,1101,9.261934616608056e-14,1.4589658121622051e-06,2.963819077314578e-12,1.4901161193847656e-08,5.960464477539063e-08,1.3245796992578107e-07,2.4429666866917013e-14,7.450580596923828e-09,2.60770320892334e-08,0.29327279329299927,0.11975812166929245,0.048593804240226746,0.2879609763622284
201,2,1020303,4,0.8,4,0.35,0.1,571,7.420350141632004e-14,1.3058896684015053e-06,2.3745120453222412e-12,1.862645149230957e-08,9.685754776000977e-08,1.3245796992578107e-07,2.4429666866917013e-14,7.450580596923828e-09,2.60770320892334e-08,0.29327279329299927,0.11975812166929245,0.048593804240226746,0.2879609763622284
201,3,1020304,4,0.8,4,0.35,0.03,1679,9.551701877358321e-14,1.4816125712968642e-06,3.0565446007546626e-12,-2.60770320892334e-08,1.1920928955078125e-07,1.3245796992578107e-07,2.4429666866917013e-14,7.450580596923828e-09,2.60770320892334e-08,0.29327279329299927,0.11975812166929245,0.048593804240226746,0.2879609763622284
201,4,1020305,4,0.8,4,0.35,0.03,1982,1.099424642037744e-13,1.5895602700766176e-06,3.518158854520781e-12,2.60770320892334e-08,8.568167686462402e-08,1.3245796992578107e-07,2.4429666866917013e-14,7.450580596923828e-09,2.60770320892334e-08,0.29327279329299927,0.11975812166929245,0.048593804240226746,0.2879609763622284
202,0,1020402,4,0.0,4,0.35,0.03,244,8.460803401205003e-14,1.5869985645622364e-06,2.707457088385601e-12,-3.725290298461914e-09,1.564621925354004e-07,1.5681717968618614e-07,2.6436003315892173e-14,1.4901161193847656e-08,1.862645149230957e-08,1.2604425592144253e-07,1.7078691434170568e-14,1.1175870895385742e-08,2.9802322387695312e-08
202,1,1020403,4,0.0,4,0.35,0.1,553,7.222805117673356e-14,1.4663029332950828e-06,2.311297637655474e-12,7.450580596923828e-09,1.4528632164001465e-07,1.5681717968618614e-07,2.6436003315892173e-14,1.4901161193847656e-08,1.862645149230957e-08,1.2604425592144253e-07,1.7078691434170568e-14,1.1175870895385742e-08,2.9802322387695312e-08
202,2,1020404,4,0.0,4,0.35,0.01,252,8.267263826647331e-14,1.5687422774135484e-06,2.645524424527146e-12,-7.450580596923828e-09,1.7136335372924805e-07,1.5681717968618614e-07,2.6436003315892173e-14,1.4901161193847656e-08,1.862645149230957e-08,1.2604425592144253e-07,1.7078691434170568e-14,1.1175870895385742e-08,2.9802322387695312e-08
202,3,1020405,4,0.0,4,0.35,0.01,256,8.514026885852316e-14,1.5919823681542766e-06,2.724488603472741e-12,7.450580596923828e-09,1.043081283569336e-07,1.5681717968618614e-07,2.6436003315892173e-14,1.4901161193847656e-08,1.862645149230957e-08,1.2604425592144253e-07,1.7078691434170568e-14,1.1175870895385742e-08,2.9802322387695312e-08
202,4,1020406,4,0.0,4,0.35,0.01,246,7.477196216788135e-14,1.4919014574843459e-06,2.392702789372203e-12,1.862645149230957e-08,2.1979212760925293e-07,1.5681717968618614e-07,2.6436003315892173e-14,1.4901161193847656e-08,1.862645149230957e-08,1.2604425592144253e-07,1.7078691434170568e-14,1.1175870895385742e-08,2.9802322387695312e-08
202,0,1020402,4,0.4,4,0.35,0.01,267,7.457257738836126e-14,1.4360249451783602e-06,2.3863224764275603e-12,-7.450580596923828e-09,2.8312206268310547e-07,1.5723178137250216e-07,2.860789066034229e-14,-1.862645149230957e-08,4.470348358154297e-08,0.17279522120952606,0.03455163538455963,0.007362551987171173,0.12919700145721436
202,1,1020403,4,0.4,4,0.35,0.03,255,6.786789148250164e-14,1.3699495866603684e-06,2.1717725274400523e-12,-7.450580596923828e-09,3.3155083656311035e-07,1.5723178137250216e-07,2.860789066034229e-14,-1.862645149230957e-08,4.470348358154297e-08,0.17279522120952606,0.03455163538455963,0.007362551987171173,0.12919700145721436
202,2,1020404,4,0.4,4,0.35,0.01,345,8.071707636048836e-14,1.494015577918617e-06,2.5829464435356275e-12,3.725290298461914e-09,2.1979212760925293e-07,1.5723178137250216e-07,2.860789066034229e-14,-1.862645149230957e-08,4.470348358154297e-08,0.17279522120952606,0.03455163538455963,0.007362551987171173,0.12919700145721436
202,3,1020405,4,0.4,4,0.35,0.03,259,8.691269546504815e-14,1.5502937458222732e-06,2.781206254881541e-12,1.1175870895385742e-08,2.1606683731079102e-07,1.5723178137250216e-07,2.860789066034229e-14,-1.862645149230957e-08,4.470348358154297e-08,0.17279522120952606,0.03455163538455963,0.007362551987171173,0.12919700145721436
202,4,1020406,4,0.4,4,0.35,0.01,271,7.16521094301821e-14,1.4076247225602856e-06,2.2928675017658273e-12,-1.1175870895385742e-08,1.601874828338623e-07,1.5723178137250216e-07,2.860789066034229e-14,-1.862645149230957e-08,4.470348358154297e-08,0.17279522120952606,0.03455163538455963,0.007362551987171173,0.12919700145721436
202,0,1020402,4,0.8,4,0.35,0.1,537,5.071338382328823e-14,1.093121454687207e-06,1.6228282823452234e-12,1.862645149230957e-08,7.450580596923828e-08,1.510402682924905e-07,3.0982845683567156e-14,1.862645149230957e-08,2.2351741790771484e-08,0.283800333738327,0.10938595235347748,0.045669469982385635,0.32898032665252686
202,1,1020403,4,0.8,4,0.35,0.1,623,2.9178962306260214e-13,2.6220563995593693e-06,9.337267938003269e-12,1.4901161193847656e-08,1.0058283805847168e-07,1.510402682924905e-07,3.0982845683567156e-14,1.862645149230957e-08,2.2351741790771484e-08,0.283800333738327,0.10938595235347748,0.045669469982385635,0.32898032665252686
202,2,1020404,4,0.8,4,0.35,0.1,491,1.4702507874359005e-13,1.8612420262797968e-06,4.704802519794882e-12,1.1175870895385742e-08,1.1920928955078125e-07,1.510402682924905e-07,3.0982845683567156e-14,1.862645149230957e-08,2.2351741790771484e-08,0.283800333738327,0.10938595235347748,0.045669469982385635,0.32898032665252686
202,3,1020405,4,0.8,4,0.35,0.1,566,1.909355377797961e-13,2.1210478280409006e-06,6.109937208953475e-12,1.1175870895385742e-08,7.078051567077637e-08,1.510402682924905e-07,3.0982845683567156e-14,1.862645149230957e-08,2.2351741790771484e-08,0.283800333738327,0.10938595235347748,0.045669469982385635,0.32898032665252686
202,4,1020406,4,0.8,4,0.35,0.1,396,6.061316813049666e-13,3.7791196518810466e-06,1.9396213801758933e-11,-1.1175870895385742e-08,1.2293457984924316e-07,1.510402682924905e-07,3.0982845683567156e-14,1.862645149230957e-08,2.2351741790771484e-08,0.283800333738327,0.10938595235347748,0.045669469982385635,0.32898032665252686
203,0,1020503,4,0.0,4,0.35,0.01,316,8.336083559545848e-12,1.5033907402539626e-05,2.6675467390546714e-10,-1.862645149230957e-08,1.1920928955078125e-07,1.348315521454424e-07,2.145613060052648e-14,1.1175870895385742e-08,6.705522537231445e-08,1.0836448183226821e-07,1.3859329265827891e-14,-3.725290298461914e-09,3.3527612686157227e-08
203,1,1020504,4,0.0,4,0.35,0.01,244,7.946148215332363e-14,1.467807692279166e-06,2.5427674289063562e-12,-1.4901161193847656e-08,1.1920928955078125e-07,1.348315521454424e-07,2.145613060052648e-14,1.1175870895385742e-08,6.705522537231445e-08,1.0836448183226821e-07,1.3859329265827891e-14,-3.725290298461914e-09,3.3527612686157227e-08
203,2,1020505,4,0.0,4,0.35,0.01,245,7.509362462366706e-14,1.4268961194829899e-06,2.402995987957346e-12,-4.0978193283081055e-08,9.685754776000977e-08,1.348315521454424e-07,2.145613060052648e-14,1.1175870895385742e-08,6.705522537231445e-08,1.0836448183226821e-07,1.3859329265827891e-14,-3.725290298461914e-09,3.3527612686157227e-08
203,3,1020506,4,0.0,4,0.35,0.01,255,8.395829875513378e-14,1.5087687188497512e-06,2.686665560164281e-12,7.450580596923828e-09,1.2293457984924316e-07,1.348315521454424e-07,2.145613060052648e-14,1.1175870895385742e-08,6.705522537231445e-08,1.0836448183226821e-07,1.3859329265827891e-14,-3.725290298461914e-09,3.3527612686157227e-08
203,4,1020507,4,0.0,4,0.35,0.03,237,7.64041878809768e-14,1.4392937828233698e-06,2.4449340121912577e-12,1.4901161193847656e-08,2.123415470123291e-07,1.348315521454424e-07,2.145613060052648e-14,1.1175870895385742e-08,6.705522537231445e-08,1.0836448183226821e-07,1.3859329265827891e-14,-3.725290298461914e-09,3.3527612686157227e-08
203,0,1020503,4,0.4,4,0.35,0.01,323,8.137019974919363e-14,1.438720346413902e-06,2.603846391974196e-12,-7.450580596923828e-09,1.0803341865539551e-07,1.2444368735486933e-07,1.9480870096320185e-14,3.725290298461914e-09,4.0978193283081055e-08,0.17909793555736542,0.04035002738237381,0.008977670222520828,0.11264123767614365
203,1,1020504,4,0.4,4,0.35,0.01,907,7.992896980130865e-14,1.4259221643442288e-06,2.5577270336418767e-12,-2.60770320892334e-08,1.0803341865539551e-07,1.2444368735486933e-07,1.9480870096320185e-14,3.725290298461914e-09,4.0978193283081055e-08,0.17909793555736542,0.04035002738237381,0.008977670222520828,0.11264123767614365
203,2,1020505,4,0.4,4,0.35,0.1,408,6.885036838615369e-14,1.3234173366072355e-06,2.203211788356918e-12,-3.3527612686157227e-08,1.0803341865539551e-07,1.2444368735486933e-07,1.9480870096320185e-14,3.725290298461914e-09,4.0978193283081055e-08,0.17909793555736542,0.04035002738237381,0.008977670222520828,0.11264123767614365
203,3,1020506,4,0.4,4,0.35,0.03,268,6.725297266784933e-14,1.307975026065833e-06,2.1520951253711784e-12,-1.4901161193847656e-08,1.2665987014770508e-07,1.2444368735486933e-07,1.9480870096320185e-14,3.725290298461914e-09,4.0978193283081055e-08,0.17909793555736542,0.04035002738237381,0.008977670222520828,0.11264123767614365
203,4,1020507,4,0.4,4,0.35,0.03,266,7.311144555434759e-14,1.3637551319334307e-06,2.339566257739123e-12,1.4901161193847656e-08,1.7508864402770996e-07,1.2444368735486933e-07,1.9480870096320185e-14,3.725290298461914e-09,4.0978193283081055e-08,0.17909793555736542,0.04035002738237381,0.008977670222520828,0.11264123767614365
203,0,1020503,4,0.8,4,0.35,0.1,581,1.1226995488876693e-13,1.5511972151216469e-06,3.5926385564405416e-12,0.0,9.685754776000977e-08,1.1443407288425078e-07,1.9551953101253766e-14,1.1175870895385742e-08,4.470348358154297e-08,0.28656044602394104,0.1226060688495636,0.04457548260688782,0.3442714214324951
203,1,1020504,4,0.8,4,0.35,0.1,479,1.3271827583594131e-06,0.005333357024937868,4.246984826750122e-05,1.372024416923523e-05,0.00012812018394470215,1.1443407288425078e-07,1.9551953101253766e-14,1.1175870895385742e-08,4.470348358154297e-08,0.28656044602394104,0.1226060688495636,0.04457548260688782,0.3442714214324951
203,2,1020505,4,0.8,4,0.35,0.1,271,7.142179100742829e-14,1.2372305491226143e-06,2.2854973122377054e-12,3.725290298461914e-09,2.086162567138672e-07,1.1443407288425078e-07,1.9551953101253766e-14,1.1175870895385742e-08,4.470348358154297e-08,0.28656044602394104,0.1226060688495636,0.04457548260688782,0.3442714214324951
203,3,1020506,4,0.8,4,0.35,0.1,451,3.321618425190104e-13,2.668149363671546e-06,1.0629178960608332e-11,-1.862645149230957e-08,1.9744038581848145e-07,1.1443407288425078e-07,1.9551953101253766e-14,1.1175870895385742e-08,4.470348358154297e-08,0.28656044602394104,0.1226060688495636,0.04457548260688782,0.3442714214324951
203,4,1020507,4,0.8,4,0.35,0.1,468,2.8987690069495753e-13,2.49253957917972e-06,9.276060822238641e-12,-2.9802322387695312e-08,1.5273690223693848e-07,1.1443407288425078e-07,1.9551953101253766e-14,1.1175870895385742e-08,4.470348358154297e-08,0.28656044602394104,0.1226060688495636,0.04457548260688782,0.3442714214324951
204,0,1020604,4,0.0,4,0.35,0.03,237,8.466861380843765e-14,1.5788465361765702e-06,2.709395641870005e-12,1.862645149230957e-08,1.5273690223693848e-07,1.7245707795154885e-07,3.232619589219922e-14,7.450580596923828e-09,2.60770320892334e-08,1.2797211468296155e-07,1.7800136500401367e-14,1.4901161193847656e-08,3.3527612686157227e-08
204,1,1020605,4,0.0,4,0.35,0.01,244,8.34051591355224e-14,1.5670220818719827e-06,2.668965092336717e-12,1.4901161193847656e-08,1.2665987014770508e-07,1.7245707795154885e-07,3.232619589219922e-14,7.450580596923828e-09,2.60770320892334e-08,1.2797211468296155e-07,1.7800136500401367e-14,1.4901161193847656e-08,3.3527612686157227e-08
204,2,1020606,4,0.0,4,0.35,0.01,240,9.225834072396077e-14,1.6480922795381048e-06,2.9522669031667448e-12,1.1175870895385742e-08,7.450580596923828e-08,1.7245707795154885e-07,3.232619589219922e-14,7.450580596923828e-09,2.60770320892334e-08,1.2797211468296155e-07,1.7800136500401367e-14,1.4901161193847656e-08,3.3527612686157227e-08
204,3,1020607,4,0.0,4,0.35,0.03,241,7.927144184127766e-14,1.5276965541488607e-06,2.536686138920885e-12,1.1175870895385742e-08,1.30385160446167e-07,1.7245707795154885e-07,3.232619589219922e-14,7.450580596923828e-09,2.60770320892334e-08,1.2797211468296155e-07,1.7800136500401367e-14,1.4901161193847656e-08,3.3527612686157227e-08
204,4,1020608,4,0.0,4,0.35,0.01,253,8.454707474490203e-14,1.577712964717648e-06,2.705506391836865e-12,2.9802322387695312e-08,1.6391277313232422e-07,1.7245707795154885e-07,3.232619589219922e-14,7.450580596923828e-09,2.60770320892334e-08,1.2797211468296155e-07,1.7800136500401367e-14,1.4901161193847656e-08,3.3527612686157227e-08
204,0,1020604,4,0.4,4,0.35,0.01,287,6.234215346647559e-14,1.3623733821077622e-06,1.994948910927219e-12,-1.1175870895385742e-08,1.1548399925231934e-07,1.7681389863355434e-07,3.3602552570967045e-14,-1.4901161193847656e-08,2.2351741790771484e-08,0.1835813671350479,0.03622401878237724,0.008694037795066833,0.12714168429374695
204,1,1020605,4,0.4,4,0.35,0.03,258,6.60417697633843e-14,1.4022149343873025e-06,2.1133366324282976e-12,2.2351741790771484e-08,2.086162567138672e-07,1.7681389863355434e-07,3.3602552570967045e-14,-1.4901161193847656e-08,2.2351741790771484e-08,0.1835813671350479,0.03622401878237724,0.008694037795066833,0.12714168429374695
204,2,1020606,4,0.4,4,0.35,0.01,287,7.997812481730371e-14,1.5430886151079903e-06,2.5592999941537187e-12,-1.1175870895385742e-08,5.960464477539063e-08,1.7681389863355434e-07,3.3602552570967045e-14,-1.4901161193847656e-08,2.2351741790771484e-08,0.1835813671350479,0.03622401878237724,0.008694037795066833,0.12714168429374695
204,3,1020607,4,0.4,4,0.35,0.01,281,3.630298847450385e-14,1.0396244078947348e-06,1.1616956311841231e-12,-1.862645149230957e-08,1.1920928955078125e-07,1.7681389863355434e-07,3.3602552570967045e-14,-1.4901161193847656e-08,2.2351741790771484e-08,0.1835813671350479,0.03622401878237724,0.008694037795066833,0.12714168429374695
204,4,1020608,4,0.4,4,0.35,0.01,266,5.880722070330385e-14,1.3231850743977702e-06,1.8818310625057233e-12,-1.4901161193847656e-08,2.4586915969848633e-07,1.7681389863355434e-07,3.3602552570967045e-14,-1.4901161193847656e-08,2.2351741790771484e-08,0.1835813671350479,0.03622401878237724,0.008694037795066833,0.12714168429374695
204,0,1020604,4,0.8,4,0.35,0.1,742,8.723692612472994e-14,1.5269338291545864e-06,2.791581635991358e-12,0.0,1.1175870895385742e-07,1.809071648040117e-07,3.918514005028101e-14,-3.725290298461914e-09,4.842877388000488e-08,0.31571879982948303,0.11934681236743927,0.05229990556836128,0.33853206038475037
204,1,1020605,4,0.8,4,0.35,0.1,985,1.2312323198742509e-13,1.81401139798254e-06,3.939943423597603e-12,4.842877388000488e-08,1.1175870895385742e-07,1.809071648040117e-07,3.918514005028101e-14,-3.725290298461914e-09,4.842877388000488e-08,0.31571879982948303,0.11934681236743927,0.05229990556836128,0.33853206038475037
204,2,1020606,4,0.8,4,0.35,0.1,408,1.6485617938041125e-13,2.099049424941768e-06,5.27539774017316e-12,1.862645149230957e-08,1.4528632164001465e-07,1.809071648040117e-07,3.918514005028101e-14,-3.725290298461914e-09,4.842877388000488e-08,0.31571879982948303,0.11934681236743927,0.05229990556836128,0.33853206038475037
204,3,1020607,4,0.8,4,0.35,0.03,767,9.92510991470498e-14,1.6286871868942399e-06,3.1760351727055935e-12,1.4901161193847656e-08,3.3527612686157227e-08,1.809071648040117e-07,3.918514005028101e-14,-3.725290298461914e-09,4.842877388000488e-08,0.31571879982948303,0.11934681236743927,0.05229990556836128,0.33853206038475037
204,4,1020608,4,0.8,4,0.35,0.1,663,1.3505041811419372e-13,1.8998442783413338e-06,4.321613379654199e-12,-1.1175870895385742e-08,1.4901161193847656e-07,1.809071648040117e-07,3.918514005028101e-14,-3.725290298461914e-09,4.842877388000488e-08,0.31571879982948303,0.11934681236743927,0.05229990556836128,0.33853206038475037
205,0,1020705,4,0.0,4,0.35,0.1,479,9.813424893664532e-14,1.6976213146335795e-06,3.1402959659726504e-12,0.0,2.0116567611694336e-07,1.1731869165032549e-07,1.4997653455511156e-14,2.9802322387695312e-08,3.725290298461914e-08,1.0160343322240806e-07,1.1248787274917293e-14,3.725290298461914e-09,5.960464477539063e-08
205,1,1020706,4,0.0,4,0.35,0.01,251,7.479485238624795e-14,1.4820619753663777e-06,2.3934352763599342e-12,-2.60770320892334e-08,1.1548399925231934e-07,1.1731869165032549e-07,1.4997653455511156e-14,2.9802322387695312e-08,3.725290298461914e-08,1.0160343322240806e-07,1.1248787274917293e-14,3.725290298461914e-09,5.960464477539063e-08
205,2,1020707,4,0.0,4,0.35,0.1,647,1.6953686989441136e-13,2.2313238332571927e-06,5.4251798366211634e-12,1.1175870895385742e-08,1.2665987014770508e-07,1.1731869165032549e-07,1.4997653455511156e-14,2.9802322387695312e-08,3.725290298461914e-08,1.0160343322240806e-07,1.1248787274917293e-14,3.725290298461914e-09,5.960464477539063e-08
205,3,1020708,4,0.0,4,0.35,0.01,257,8.255563252327139e-14,1.5570547020615777e-06,2.6417802407446844e-12,-2.60770320892334e-08,9.685754776000977e-08,1.1731869165032549e-07,1.4997653455511156e-14,2.9802322387695312e-08,3.725290298461914e-08,1.0160343322240806e-07,1.1248787274917293e-14,3.725290298461914e-09,5.960464477539063e-08
