seed,rank,magnitude_strength,direction_strength,true_direction_rank,method,trainable_parameters,selected_lr,optimization_steps,optimization_loss,relative_weight_error,expected_output_mse,direction_error,magnitude_relative_mae
100,1,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.33252397179603577,0.12224564701318741,0.06782247126102448,3.725290298461914e-08
100,1,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-4.842877388000488e-08,0.0
100,1,0.4,0.35,4,LoRA SVD oracle,48,,0,,0.2892459034919739,0.09249577671289444,0.023602522909641266,0.19644932448863983
100,1,0.4,0.35,4,DoRA construction,64,,0,,0.19144603610038757,0.04052101448178291,0.019540373235940933,4.0978193283081055e-08
100,2,0.4,0.35,4,Frozen,0,,0,,0.4074423611164093,0.1835354119539261,0.06782248616218567,0.23786795139312744
100,2,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.33252397179603577,0.12224564701318741,0.06782247126102448,3.725290298461914e-08
100,2,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-4.842877388000488e-08,0.0
100,2,0.4,0.35,4,LoRA SVD oracle,96,,0,,0.24368159472942352,0.06564974784851074,0.016386069357395172,0.17357271909713745
100,2,0.4,0.35,4,DoRA construction,112,,0,,0.13062110543251038,0.018863150849938393,0.010055158287286758,3.725290298461914e-08
100,4,0.4,0.35,4,Frozen,0,,0,,0.4074423611164093,0.1835354119539261,0.06782248616218567,0.23786795139312744
100,4,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.33252397179603577,0.12224564701318741,0.06782247126102448,3.725290298461914e-08
100,4,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-4.842877388000488e-08,0.0
100,4,0.4,0.35,4,LoRA SVD oracle,192,,0,,0.18699099123477936,0.038657061755657196,0.012336105108261108,0.12183208763599396
100,4,0.4,0.35,4,DoRA construction,208,,0,,1.3498079454166145e-07,2.0143337952499563e-14,-2.2351741790771484e-08,2.2351741790771484e-08
100,8,0.4,0.35,4,Frozen,0,,0,,0.4074423611164093,0.1835354119539261,0.06782248616218567,0.23786795139312744
100,8,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.33252397179603577,0.12224564701318741,0.06782247126102448,3.725290298461914e-08
100,8,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-4.842877388000488e-08,0.0
100,8,0.4,0.35,4,LoRA SVD oracle,384,,0,,0.10303865373134613,0.011737830005586147,0.004675779491662979,0.05364476144313812
100,8,0.4,0.35,4,DoRA construction,400,,0,,1.3910496932112437e-07,2.1393052056944452e-14,-1.1175870895385742e-08,4.0978193283081055e-08
100,1,0.6,0.35,4,Frozen,0,,0,,0.47875091433525085,0.270262748003006,0.06782249361276627,0.40090253949165344
100,1,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.33111536502838135,0.1292782723903656,0.06782251596450806,4.842877388000488e-08
100,1,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,4.842877388000488e-08,0.0
100,1,0.6,0.35,4,LoRA SVD oracle,48,,0,,0.3689437508583069,0.16050447523593903,0.029173731803894043,0.34025001525878906
100,1,0.6,0.35,4,DoRA construction,64,,0,,0.1883704960346222,0.0418400913476944,0.01954042911529541,2.2351741790771484e-08
100,2,0.6,0.35,4,Frozen,0,,0,,0.47875091433525085,0.270262748003006,0.06782249361276627,0.40090253949165344
100,2,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.33111536502838135,0.1292782723903656,0.06782251596450806,4.842877388000488e-08
100,2,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,4.842877388000488e-08,0.0
100,2,0.6,0.35,4,LoRA SVD oracle,96,,0,,0.32226136326789856,0.12245692312717438,0.024652332067489624,0.30795055627822876
100,2,0.6,0.35,4,DoRA construction,112,,0,,0.1260509043931961,0.018735218793153763,0.01005520299077034,5.21540641784668e-08
100,4,0.6,0.35,4,Frozen,0,,0,,0.47875091433525085,0.270262748003006,0.06782249361276627,0.40090253949165344
100,4,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.33111536502838135,0.1292782723903656,0.06782251596450806,4.842877388000488e-08
100,4,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,4.842877388000488e-08,0.0
100,4,0.6,0.35,4,LoRA SVD oracle,192,,0,,0.24446526169776917,0.07046949863433838,0.026833657175302505,0.1879388689994812
100,4,0.6,0.35,4,DoRA construction,208,,0,,1.2506041002779966e-07,1.844194014079953e-14,3.725290298461914e-08,2.60770320892334e-08
100,8,0.6,0.35,4,Frozen,0,,0,,0.47875091433525085,0.270262748003006,0.06782249361276627,0.40090253949165344
100,8,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.33111536502838135,0.1292782723903656,0.06782251596450806,4.842877388000488e-08
100,8,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,4.842877388000488e-08,0.0
100,8,0.6,0.35,4,LoRA SVD oracle,384,,0,,0.14145851135253906,0.02359527349472046,0.011702746152877808,0.07462051510810852
100,8,0.6,0.35,4,DoRA construction,400,,0,,1.3684199018371146e-07,2.2080331202214802e-14,2.9802322387695312e-08,2.60770320892334e-08
100,1,0.8,0.35,4,Frozen,0,,0,,0.5516313910484314,0.39178577065467834,0.06782248616218567,0.7173775434494019
100,1,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.3285006880760193,0.13893872499465942,0.06782247871160507,6.705522537231445e-08
100,1,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-3.725290298461914e-09,0.0
100,1,0.8,0.35,4,LoRA SVD oracle,48,,0,,0.44552499055862427,0.25556111335754395,0.0371122881770134,0.626771092414856
100,1,0.8,0.35,4,DoRA construction,64,,0,,0.18519245088100433,0.044156767427921295,0.01954038441181183,2.9802322387695312e-08
100,2,0.8,0.35,4,Frozen,0,,0,,0.5516313910484314,0.39178577065467834,0.06782248616218567,0.7173775434494019
100,2,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.3285006880760193,0.13893872499465942,0.06782247871160507,6.705522537231445e-08
100,2,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-3.725290298461914e-09,0.0
100,2,0.8,0.35,4,LoRA SVD oracle,96,,0,,0.391325443983078,0.1971636861562729,0.03780991956591606,0.5681241154670715
100,2,0.8,0.35,4,DoRA construction,112,,0,,0.12197309732437134,0.019154850393533707,0.010055206716060638,1.862645149230957e-08
100,4,0.8,0.35,4,Frozen,0,,0,,0.5516313910484314,0.39178577065467834,0.06782248616218567,0.7173775434494019
100,4,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.3285006880760193,0.13893872499465942,0.06782247871160507,6.705522537231445e-08
100,4,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-3.725290298461914e-09,0.0
100,4,0.8,0.35,4,LoRA SVD oracle,192,,0,,0.2926366329193115,0.11025750637054443,0.05033273249864578,0.32816484570503235
100,4,0.8,0.35,4,DoRA construction,208,,0,,1.371790290249919e-07,2.4228479601285172e-14,-3.725290298461914e-09,4.0978193283081055e-08
100,8,0.8,0.35,4,Frozen,0,,0,,0.5516313910484314,0.39178577065467834,0.06782248616218567,0.7173775434494019
100,8,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.3285006880760193,0.13893872499465942,0.06782247871160507,6.705522537231445e-08
100,8,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-3.725290298461914e-09,0.0
100,8,0.8,0.35,4,LoRA SVD oracle,384,,0,,0.16998612880706787,0.037202976644039154,0.026192620396614075,0.10542022436857224
100,8,0.8,0.35,4,DoRA construction,400,,0,,1.4258644398523757e-07,2.6176240333825908e-14,0.0,4.470348358154297e-08
101,1,0.0,0.35,4,Frozen,0,,0,,0.3385186791419983,0.11565321683883667,0.06049671769142151,0.04707296937704086
101,1,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.3395814299583435,0.11638054251670837,0.06049672141671181,5.21540641784668e-08
101,1,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,1,0.0,0.35,4,LoRA SVD oracle,48,,0,,0.249380961060524,0.0627652183175087,0.03438510373234749,0.02772505208849907
101,1,0.0,0.35,4,DoRA construction,64,,0,,0.2505607306957245,0.06336048245429993,0.03438510000705719,4.0978193283081055e-08
101,2,0.0,0.35,4,Frozen,0,,0,,0.3385186791419983,0.11565321683883667,0.06049671769142151,0.04707296937704086
101,2,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.3395814299583435,0.11638054251670837,0.06049672141671181,5.21540641784668e-08
101,2,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,2,0.0,0.35,4,LoRA SVD oracle,96,,0,,0.1667415052652359,0.028059493750333786,0.014323052018880844,0.021713268011808395
101,2,0.0,0.35,4,DoRA construction,112,,0,,0.1649601012468338,0.027463149279356003,0.014323055744171143,3.725290298461914e-08
101,4,0.0,0.35,4,Frozen,0,,0,,0.3385186791419983,0.11565321683883667,0.06049671769142151,0.04707296937704086
101,4,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.3395814299583435,0.11638054251670837,0.06049672141671181,5.21540641784668e-08
101,4,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,4,0.0,0.35,4,LoRA SVD oracle,192,,0,,1.471079258408281e-07,2.1840602243416996e-14,7.450580596923828e-09,3.725290298461914e-08
101,4,0.0,0.35,4,DoRA construction,208,,0,,1.4763369904358115e-07,2.199700179492982e-14,3.3527612686157227e-08,2.9802322387695312e-08
101,8,0.0,0.35,4,Frozen,0,,0,,0.3385186791419983,0.11565321683883667,0.06049671769142151,0.04707296937704086
101,8,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.3395814299583435,0.11638054251670837,0.06049672141671181,5.21540641784668e-08
101,8,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,8,0.0,0.35,4,LoRA SVD oracle,384,,0,,1.5066264325014345e-07,2.2908866643966963e-14,-1.4901161193847656e-08,4.0978193283081055e-08
101,8,0.0,0.35,4,DoRA construction,400,,0,,1.500445137025963e-07,2.2721279339336237e-14,4.842877388000488e-08,2.2351741790771484e-08
101,1,0.2,0.35,4,Frozen,0,,0,,0.3567008674144745,0.13180454075336456,0.06049672141671181,0.09896235167980194
101,1,0.2,0.35,4,Magnitude-only oracle,16,,0,,0.34211745858192444,0.12124741822481155,0.060496736317873,7.450580596923828e-08
101,1,0.2,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,1,0.2,0.35,4,LoRA SVD oracle,48,,0,,0.2631712853908539,0.07174622267484665,0.03526459261775017,0.08912189304828644
101,1,0.2,0.35,4,DoRA construction,64,,0,,0.24074377119541168,0.06003882363438606,0.0343850702047348,2.60770320892334e-08
101,2,0.2,0.35,4,Frozen,0,,0,,0.3567008674144745,0.13180454075336456,0.06049672141671181,0.09896235167980194
101,2,0.2,0.35,4,Magnitude-only oracle,16,,0,,0.34211745858192444,0.12124741822481155,0.060496736317873,7.450580596923828e-08
101,2,0.2,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,2,0.2,0.35,4,LoRA SVD oracle,96,,0,,0.18837440013885498,0.03675917908549309,0.015553664416074753,0.07718910276889801
101,2,0.2,0.35,4,DoRA construction,112,,0,,0.16403403878211975,0.02787340246140957,0.014323029667139053,4.0978193283081055e-08
101,4,0.2,0.35,4,Frozen,0,,0,,0.3567008674144745,0.13180454075336456,0.06049672141671181,0.09896235167980194
101,4,0.2,0.35,4,Magnitude-only oracle,16,,0,,0.34211745858192444,0.12124741822481155,0.060496736317873,7.450580596923828e-08
101,4,0.2,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,4,0.2,0.35,4,LoRA SVD oracle,192,,0,,0.09210182726383209,0.008787362836301327,0.0015897229313850403,0.07056314498186111
101,4,0.2,0.35,4,DoRA construction,208,,0,,1.4720805552315142e-07,2.2448389040653424e-14,2.2351741790771484e-08,3.3527612686157227e-08
101,8,0.2,0.35,4,Frozen,0,,0,,0.3567008674144745,0.13180454075336456,0.06049672141671181,0.09896235167980194
101,8,0.2,0.35,4,Magnitude-only oracle,16,,0,,0.34211745858192444,0.12124741822481155,0.060496736317873,7.450580596923828e-08
101,8,0.2,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.2351741790771484e-08,0.0
101,8,0.2,0.35,4,LoRA SVD oracle,384,,0,,0.046523407101631165,0.0022421516478061676,0.0008267909288406372,0.025729987770318985
101,8,0.2,0.35,4,DoRA construction,400,,0,,1.503992592688519e-07,2.343221950295519e-14,1.4901161193847656e-08,1.862645149230957e-08
101,1,0.4,0.35,4,Frozen,0,,0,,0.4019503593444824,0.17624618113040924,0.0604967325925827,0.21996867656707764
101,1,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.3444589078426361,0.12943439185619354,0.0604967400431633,4.0978193283081055e-08
101,1,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,3.725290298461914e-09,0.0
101,1,0.4,0.35,4,LoRA SVD oracle,48,,0,,0.3082265555858612,0.10363702476024628,0.03762933611869812,0.2015293836593628
101,1,0.4,0.35,4,DoRA construction,64,,0,,0.23098255693912506,0.0582013763487339,0.034385066479444504,5.21540641784668e-08
101,2,0.4,0.35,4,Frozen,0,,0,,0.4019503593444824,0.17624618113040924,0.0604967325925827,0.21996867656707764
101,2,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.3444589078426361,0.12943439185619354,0.0604967400431633,4.0978193283081055e-08
101,2,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,3.725290298461914e-09,0.0
101,2,0.4,0.35,4,LoRA SVD oracle,96,,0,,0.24359947443008423,0.06473326683044434,0.019836772233247757,0.17436809837818146
101,2,0.4,0.35,4,DoRA construction,112,,0,,0.16226045787334442,0.028721041977405548,0.014323022216558456,1.4901161193847656e-08
101,4,0.4,0.35,4,Frozen,0,,0,,0.4019503593444824,0.17624618113040924,0.0604967325925827,0.21996867656707764
101,4,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.3444589078426361,0.12943439185619354,0.0604967400431633,4.0978193283081055e-08
101,4,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,3.725290298461914e-09,0.0
101,4,0.4,0.35,4,LoRA SVD oracle,192,,0,,0.17150607705116272,0.03208735212683678,0.009642824530601501,0.13818693161010742
101,4,0.4,0.35,4,DoRA construction,208,,0,,1.590136378126772e-07,2.75831315660292e-14,2.2351741790771484e-08,3.725290298461914e-08
101,8,0.4,0.35,4,Frozen,0,,0,,0.4019503593444824,0.17624618113040924,0.0604967325925827,0.21996867656707764
101,8,0.4,0.35,4,Magnitude-only oracle,16,,0,,0.3444589078426361,0.12943439185619354,0.0604967400431633,4.0978193283081055e-08
101,8,0.4,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,3.725290298461914e-09,0.0
101,8,0.4,0.35,4,LoRA SVD oracle,384,,0,,0.08916875720024109,0.008673617616295815,0.003950566053390503,0.05014617368578911
101,8,0.4,0.35,4,DoRA construction,400,,0,,1.6440650085769448e-07,2.948579287632633e-14,1.4901161193847656e-08,4.470348358154297e-08
101,1,0.6,0.35,4,Frozen,0,,0,,0.46049246191978455,0.2489781379699707,0.060496725142002106,0.3900899887084961
101,1,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.3464665114879608,0.14094142615795135,0.060496702790260315,4.0978193283081055e-08
101,1,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.9802322387695312e-08,0.0
101,1,0.6,0.35,4,LoRA SVD oracle,48,,0,,0.36581918597221375,0.15712636709213257,0.04106135666370392,0.3629416823387146
101,1,0.6,0.35,4,DoRA construction,64,,0,,0.22196614742279053,0.057848162949085236,0.034385088831186295,3.3527612686157227e-08
101,2,0.6,0.35,4,Frozen,0,,0,,0.46049246191978455,0.2489781379699707,0.060496725142002106,0.3900899887084961
101,2,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.3464665114879608,0.14094142615795135,0.060496702790260315,4.0978193283081055e-08
101,2,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.9802322387695312e-08,0.0
101,2,0.6,0.35,4,LoRA SVD oracle,96,,0,,0.30548256635665894,0.10956933349370956,0.028096094727516174,0.3105892241001129
101,2,0.6,0.35,4,DoRA construction,112,,0,,0.1598624289035797,0.030006058514118195,0.014323040843009949,2.9802322387695312e-08
101,4,0.6,0.35,4,Frozen,0,,0,,0.46049246191978455,0.2489781379699707,0.060496725142002106,0.3900899887084961
101,4,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.3464665114879608,0.14094142615795135,0.060496702790260315,4.0978193283081055e-08
101,4,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.9802322387695312e-08,0.0
101,4,0.6,0.35,4,LoRA SVD oracle,192,,0,,0.22941707074642181,0.06179703027009964,0.022648729383945465,0.22174593806266785
101,4,0.6,0.35,4,DoRA construction,208,,0,,1.5390591556752042e-07,2.7811652584868937e-14,1.4901161193847656e-08,2.60770320892334e-08
101,8,0.6,0.35,4,Frozen,0,,0,,0.46049246191978455,0.2489781379699707,0.060496725142002106,0.3900899887084961
101,8,0.6,0.35,4,Magnitude-only oracle,16,,0,,0.3464665114879608,0.14094142615795135,0.060496702790260315,4.0978193283081055e-08
101,8,0.6,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,2.9802322387695312e-08,0.0
101,8,0.6,0.35,4,LoRA SVD oracle,384,,0,,0.12224297970533371,0.017545431852340698,0.010395735502243042,0.07514560222625732
101,8,0.6,0.35,4,DoRA construction,400,,0,,1.586492714977794e-07,2.9552369665980516e-14,7.450580596923828e-09,1.862645149230957e-08
101,1,0.8,0.35,4,Frozen,0,,0,,0.5217574834823608,0.35000041127204895,0.0604967325925827,0.7251260280609131
101,1,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.348076194524765,0.15576857328414917,0.060496728867292404,7.82310962677002e-08
101,1,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,0.0,0.0
101,1,0.8,0.35,4,LoRA SVD oracle,48,,0,,0.42401885986328125,0.23115408420562744,0.04502098634839058,0.6896523237228394
101,1,0.8,0.35,4,DoRA construction,64,,0,,0.21418236196041107,0.05897916853427887,0.034385088831186295,3.725290298461914e-08
101,2,0.8,0.35,4,Frozen,0,,0,,0.5217574834823608,0.35000041127204895,0.0604967325925827,0.7251260280609131
101,2,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.348076194524765,0.15576857328414917,0.060496728867292404,7.82310962677002e-08
101,2,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,0.0,0.0
101,2,0.8,0.35,4,LoRA SVD oracle,96,,0,,0.3620675802230835,0.16854289174079895,0.04130598157644272,0.5835726857185364
101,2,0.8,0.35,4,DoRA construction,112,,0,,0.15709376335144043,0.03172846511006355,0.01432306319475174,3.725290298461914e-08
101,4,0.8,0.35,4,Frozen,0,,0,,0.5217574834823608,0.35000041127204895,0.0604967325925827,0.7251260280609131
101,4,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.348076194524765,0.15576857328414917,0.060496728867292404,7.82310962677002e-08
101,4,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,0.0,0.0
101,4,0.8,0.35,4,LoRA SVD oracle,192,,0,,0.27674490213394165,0.09846697747707367,0.04496254026889801,0.36380788683891296
101,4,0.8,0.35,4,DoRA construction,208,,0,,1.6239823708019685e-07,3.390734890670703e-14,-3.725290298461914e-09,4.0978193283081055e-08
101,8,0.8,0.35,4,Frozen,0,,0,,0.5217574834823608,0.35000041127204895,0.0604967325925827,0.7251260280609131
101,8,0.8,0.35,4,Magnitude-only oracle,16,,0,,0.348076194524765,0.15576857328414917,0.060496728867292404,7.82310962677002e-08
101,8,0.8,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,0.0,0.0
101,8,0.8,0.35,4,LoRA SVD oracle,384,,0,,0.14816422760486603,0.028223959729075432,0.02401135489344597,0.1196843832731247
101,8,0.8,0.35,4,DoRA construction,400,,0,,1.6742026787142095e-07,3.6036887991926225e-14,3.725290298461914e-09,5.587935447692871e-08
102,1,0.0,0.35,4,Frozen,0,,0,,0.3303505778312683,0.11081667989492416,0.05623551830649376,0.060517776757478714
102,1,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.33329853415489197,0.11280329525470734,0.05623551830649376,5.21540641784668e-08
102,1,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-2.60770320892334e-08,0.0
102,1,0.0,0.35,4,LoRA SVD oracle,48,,0,,0.22609099745750427,0.05190647393465042,0.02733774110674858,0.031255029141902924
102,1,0.0,0.35,4,DoRA construction,64,,0,,0.2267572581768036,0.052212849259376526,0.02733774483203888,4.470348358154297e-08
102,2,0.0,0.35,4,Frozen,0,,0,,0.3303505778312683,0.11081667989492416,0.05623551830649376,0.060517776757478714
102,2,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.33329853415489197,0.11280329525470734,0.05623551830649376,5.21540641784668e-08
102,2,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-2.60770320892334e-08,0.0
102,2,0.0,0.35,4,LoRA SVD oracle,96,,0,,0.1432143747806549,0.020827069878578186,0.011355496942996979,0.021094433963298798
102,2,0.0,0.35,4,DoRA construction,112,,0,,0.14275315403938293,0.020693138241767883,0.011355474591255188,4.470348358154297e-08
102,4,0.0,0.35,4,Frozen,0,,0,,0.3303505778312683,0.11081667989492416,0.05623551830649376,0.060517776757478714
102,4,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.33329853415489197,0.11280329525470734,0.05623551830649376,5.21540641784668e-08
102,4,0.0,0.35,4,Full fine-tuning,512,,0,,0.0,0.0,-2.60770320892334e-08,0.0
102,4,0.0,0.35,4,LoRA SVD oracle,192,,0,,1.2498679780037492e-07,1.5862924716185736e-14,-2.60770320892334e-08,2.2351741790771484e-08
102,4,0.0,0.35,4,DoRA construction,208,,0,,1.307434729369561e-07,1.7357815895345172e-14,-3.725290298461914e-08,1.862645149230957e-08
102,8,0.0,0.35,4,Frozen,0,,0,,0.3303505778312683,0.11081667989492416,0.05623551830649376,0.060517776757478714
102,8,0.0,0.35,4,Magnitude-only oracle,16,,0,,0.33329853415489197,0.11280329525470734,0.05623551830649376,5.21540641784668e-08
