seed,rank,magnitude_strength,DoRA construction,Frozen,Full fine-tuning,LoRA SVD oracle,Magnitude-only oracle,dora_vs_lora_oracle_ratio
102,4,0.8,1.1236598140840215e-07,0.5339381098747253,0.0,0.26664042472839355,0.326562762260437,4.2141390047237167e-07
102,8,0.0,1.3629812656290596e-07,0.3303505778312683,0.0,1.2893559642179753e-07,0.33329853415489197,1.0571023855741342
102,8,0.2,1.3801611942199088e-07,0.35538893938064575,0.0,0.042821794748306274,0.3300645649433136,3.223034443866924e-06
102,8,0.4,1.2574076890814467e-07,0.4066196084022522,0.0,0.08079186081886292,0.32786062359809875,1.5563544103787654e-06
102,8,0.6,1.3076393656774599e-07,0.4695896506309509,0.0,0.11313273012638092,0.3267320990562439,1.1558453192252074e-06
102,8,0.8,1.274375591719945e-07,0.5339381098747253,0.0,0.1367650330066681,0.326562762260437,9.31799279175264e-07
103,1,0.0,0.20196790993213654,0.33138954639434814,0.0,0.204295352101326,0.33368363976478577,0.9886074639229429
103,1,0.2,0.19962693750858307,0.3456687927246094,0.0,0.23617017269134521,0.3206747770309448,0.8452673563036213
103,1,0.4,0.19770579040050507,0.38967186212539673,0.0,0.30003637075424194,0.30843159556388855,0.658939414256696
103,1,0.6,0.19629985094070435,0.4487970769405365,0.0,0.37174245715141296,0.2978231608867645,0.5280533529715984
103,1,0.8,0.1954134851694107,0.5114282369613647,0.0,0.4397955536842346,0.2893611192703247,0.44432801453403076
103,2,0.0,0.14484389126300812,0.33138954639434814,0.0,0.1462702453136444,0.33368363976478577,0.9902485016855083
103,2,0.2,0.14304085075855255,0.3456687927246094,0.0,0.18211619555950165,0.3206747770309448,0.7854372880956528
103,2,0.4,0.1412208378314972,0.38967186212539673,0.0,0.24980871379375458,0.30843159556388855,0.5653158998612474
103,2,0.6,0.1395197957754135,0.4487970769405365,0.0,0.3168809711933136,0.2978231608867645,0.4402908614234816
103,2,0.8,0.13803154230117798,0.5114282369613647,0.0,0.37356191873550415,0.2893611192703247,0.36950110645220635
103,4,0.0,1.0440117392818138e-07,0.33138954639434814,0.0,1.1903758689868482e-07,0.33368363976478577,0.8770437695199519
103,4,0.2,1.1740116434566517e-07,0.3456687927246094,0.0,0.09111322462558746,0.3206747770309448,1.2885194748413637e-06
103,4,0.4,1.0773752734394293e-07,0.38967186212539673,0.0,0.16766823828220367,0.30843159556388855,6.425637225495808e-07
103,4,0.6,1.0187140730977262e-07,0.4487970769405365,0.0,0.22989194095134735,0.2978231608867645,4.4312735317386326e-07
103,4,0.8,1.2970517104804458e-07,0.5114282369613647,0.0,0.28127533197402954,0.2893611192703247,4.6113240765820304e-07
103,8,0.0,1.0806952843722684e-07,0.33138954639434814,0.0,1.1873205352230798e-07,0.33368363976478577,0.9101967432654754
103,8,0.2,1.1883309269933306e-07,0.3456687927246094,0.0,0.04572600871324539,0.3206747770309448,2.5988074630469736e-06
103,8,0.4,1.1653960285684661e-07,0.38967186212539673,0.0,0.08751160651445389,0.30843159556388855,1.331704530388187e-06
103,8,0.6,1.1130314447882483e-07,0.4487970769405365,0.0,0.1234128475189209,0.2978231608867645,9.018764797705565e-07
103,8,0.8,1.1913037667454773e-07,0.5114282369613647,0.0,0.15296323597431183,0.2893611192703247,7.788170531025777e-07
104,1,0.0,0.20372462272644043,0.32706353068351746,0.0,0.20443816483020782,0.3253219425678253,0.996509741200426
104,1,0.2,0.20336565375328064,0.3594411015510559,0.0,0.2295408546924591,0.33668696880340576,0.8859671365507101
104,1,0.4,0.2020825743675232,0.417300283908844,0.0,0.29017147421836853,0.34614098072052,0.6964246741064767
104,1,0.6,0.2001209855079651,0.48409590125083923,0.0,0.36068376898765564,0.35338109731674194,0.5548377906487225
104,1,0.8,0.19775566458702087,0.5496487617492676,0.0,0.4284844398498535,0.3584805130958557,0.4615235611736963
104,2,0.0,0.13987819850444794,0.32706353068351746,0.0,0.13991747796535492,0.3253219425678253,0.99971926694593
104,2,0.2,0.13962115347385406,0.3594411015510559,0.0,0.17403025925159454,0.33668696880340576,0.8022809026101867
104,2,0.4,0.13894306123256683,0.417300283908844,0.0,0.2423400580883026,0.34614098072052,0.5733392255849814
104,2,0.6,0.1379646509885788,0.48409590125083923,0.0,0.3141425848007202,0.35338109731674194,0.4391784420953249
104,2,0.8,0.13681736588478088,0.5496487617492676,0.0,0.3780699372291565,0.3584805130958557,0.3618837479845769
104,4,0.0,1.1101386832024218e-07,0.32706353068351746,0.0,1.0049397758393752e-07,0.3253219425678253,1.1046818027231327
104,4,0.2,1.2187396691842878e-07,0.3594411015510559,0.0,0.09764181077480316,0.33668696880340576,1.2481739733351895e-06
104,4,0.4,1.2399114268646372e-07,0.417300283908844,0.0,0.18113408982753754,0.34614098072052,6.84526821011544e-07
104,4,0.6,1.2114308844957122e-07,0.48409590125083923,0.0,0.24247896671295166,0.35338109731674194,4.996024607486112e-07
104,4,0.8,1.170148919982239e-07,0.5496487617492676,0.0,0.28909993171691895,0.3584805130958557,4.047558617647915e-07
104,8,0.0,1.1623991724718508e-07,0.32706353068351746,0.0,9.985197380046884e-08,0.3253219425678253,1.1641223785867645
104,8,0.2,1.173205674831479e-07,0.3594411015510559,0.0,0.04694020003080368,0.33668696880340576,2.4993623249615114e-06
104,8,0.4,1.2921827874379233e-07,0.417300283908844,0.0,0.08848251402378082,0.34614098072052,1.4603820898337408e-06
104,8,0.6,1.2565448059831397e-07,0.48409590125083923,0.0,0.12321017682552338,0.35338109731674194,1.01983848928528e-06
104,8,0.8,1.22411208280937e-07,0.5496487617492676,0.0,0.1511223167181015,0.3584805130958557,8.100141060521111e-07
105,1,0.0,0.24390563368797302,0.3243512809276581,0.0,0.24725814163684845,0.32233723998069763,0.9864412636660543
105,1,0.2,0.2368810623884201,0.32665276527404785,0.0,0.2543216943740845,0.31333792209625244,0.9314229482915808
105,1,0.4,0.22974838316440582,0.3659842908382416,0.0,0.3036656379699707,0.30315765738487244,0.7565834076594649
105,1,0.6,0.22311551868915558,0.4288804531097412,0.0,0.37551233172416687,0.2925933301448822,0.594162960413895
105,1,0.8,0.2174902707338333,0.5003970265388489,0.0,0.4518064856529236,0.28247666358947754,0.48137925780221913
105,2,0.0,0.1664683222770691,0.3243512809276581,0.0,0.17206932604312897,0.32233723998069763,0.9674491445113466
105,2,0.2,0.16066716611385345,0.32665276527404785,0.0,0.1927342414855957,0.31333792209625244,0.8336202476292266
105,2,0.4,0.15417258441448212,0.3659842908382416,0.0,0.2568517327308655,0.30315765738487244,0.6002396120723363
105,2,0.6,0.14748458564281464,0.4288804531097412,0.0,0.3329063057899475,0.2925933301448822,0.44302130382556454
105,2,0.8,0.14112505316734314,0.5003970265388489,0.0,0.40417036414146423,0.28247666358947754,0.34917219491617096
105,4,0.0,1.6027640015181532e-07,0.3243512809276581,0.0,1.2753484668337478e-07,0.32233723998069763,1.2567263326056022
105,4,0.2,1.5701593270023295e-07,0.32665276527404785,0.0,0.09718035906553268,0.31333792209625244,1.6157167375184393e-06
105,4,0.4,1.580925896860208e-07,0.3659842908382416,0.0,0.1907457560300827,0.30315765738487244,8.288131436124213e-07
105,4,0.6,1.4627289601776283e-07,0.4288804531097412,0.0,0.25980865955352783,0.2925933301448822,5.630023890240137e-07
105,4,0.8,1.4485877386505308e-07,0.5003970265388489,0.0,0.30567511916160583,0.28247666358947754,4.7389782414207037e-07
105,8,0.0,1.623944569928426e-07,0.3243512809276581,0.0,1.2827536011172924e-07,0.32233723998069763,1.2659832476899324
105,8,0.2,1.5924710794479324e-07,0.32665276527404785,0.0,0.047297440469264984,0.31333792209625244,3.366928661779824e-06
105,8,0.4,1.6010640990771208e-07,0.3659842908382416,0.0,0.0946592316031456,0.30315765738487244,1.6913977347603106e-06
105,8,0.6,1.4839520190434996e-07,0.4288804531097412,0.0,0.13699482381343842,0.2925933301448822,1.0832175827784323e-06
105,8,0.8,1.4553695848462667e-07,0.5003970265388489,0.0,0.16803279519081116,0.28247666358947754,8.661223442683368e-07
106,1,0.0,0.25272777676582336,0.3331868052482605,0.0,0.2514016032218933,0.33608949184417725,1.0052751196767808
106,1,0.2,0.2436022311449051,0.3365476131439209,0.0,0.26281940937042236,0.3248644769191742,0.9268806734192442
106,1,0.4,0.23558802902698517,0.3756219148635864,0.0,0.3120101988315582,0.31413134932518005,0.7550651546303129
106,1,0.6,0.2293003499507904,0.434914767742157,0.0,0.3764730393886566,0.30474504828453064,0.6090750889443356
106,1,0.8,0.2249896079301834,0.5001474022865295,0.0,0.43814122676849365,0.2972323000431061,0.5135093302896695
106,2,0.0,0.17618156969547272,0.3331868052482605,0.0,0.17752626538276672,0.33608949184417725,0.9924253704971786
106,2,0.2,0.17175552248954773,0.3365476131439209,0.0,0.1980770081281662,0.3248644769191742,0.8671148868444788
106,2,0.4,0.16814863681793213,0.3756219148635864,0.0,0.26092538237571716,0.31413134932518005,0.644431888101281
106,2,0.6,0.16560044884681702,0.434914767742157,0.0,0.3298247754573822,0.30474504828453064,0.5020861413978733
106,2,0.8,0.16414129734039307,0.5001474022865295,0.0,0.3835819661617279,0.2972323000431061,0.4279171385006847
106,4,0.0,1.9826666175504215e-07,0.3331868052482605,0.0,1.5316334156523226e-07,0.33608949184417725,1.2944785594835067
106,4,0.2,2.0283286517042143e-07,0.3365476131439209,0.0,0.093911312520504,0.3248644769191742,2.159834206620594e-06
106,4,0.4,1.9460011912997288e-07,0.3756219148635864,0.0,0.1735251247882843,0.31413134932518005,1.121452120362408e-06
106,4,0.6,1.8911896404461004e-07,0.434914767742157,0.0,0.24145938456058502,0.30474504828453064,7.83233024422614e-07
106,4,0.8,1.8574917248770362e-07,0.5001474022865295,0.0,0.29647767543792725,0.2972323000431061,6.26519930086923e-07
106,8,0.0,2.0512577236786456e-07,0.3331868052482605,0.0,1.529674449329832e-07,0.33608949184417725,1.3409766532854916
106,8,0.2,2.0928298738454032e-07,0.3365476131439209,0.0,0.04992634430527687,0.3248644769191742,4.1918347977747e-06
106,8,0.4,2.0404726797096373e-07,0.3756219148635864,0.0,0.09589117765426636,0.31413134932518005,2.1279044951001844e-06
106,8,0.6,1.9395902484120597e-07,0.434914767742157,0.0,0.13269492983818054,0.30474504828453064,1.461691302582066e-06
106,8,0.8,1.9323026378970098e-07,0.5001474022865295,0.0,0.1616251915693283,0.2972323000431061,1.1955454586843651e-06
107,1,0.0,0.24246078729629517,0.3394887447357178,0.0,0.24272477626800537,0.34278762340545654,0.9989123937993922
107,1,0.2,0.24614299833774567,0.37475481629371643,0.0,0.2767114043235779,0.35382404923439026,0.8895296489114469
107,1,0.4,0.2478812336921692,0.4388776421546936,0.0,0.33880114555358887,0.3627108335494995,0.7316422537094441
107,1,0.6,0.24773910641670227,0.5142364501953125,0.0,0.41074395179748535,0.3689867854118347,0.6031473021880269
107,1,0.8,0.24604785442352295,0.5886979699134827,0.0,0.4810321629047394,0.37267598509788513,0.5114997985534883
107,2,0.0,0.14555580914020538,0.3394887447357178,0.0,0.14634068310260773,0.34278762340545654,0.9946366659922448
107,2,0.2,0.14893856644630432,0.37475481629371643,0.0,0.1911735087633133,0.35382404923439026,0.7790753405624892
107,2,0.4,0.15155765414237976,0.4388776421546936,0.0,0.2712705731391907,0.3627108335494995,0.5586955208171973
107,2,0.6,0.1532830148935318,0.5142364501953125,0.0,0.3536680042743683,0.3689867854118347,0.4334093359901961
107,2,0.8,0.15414679050445557,0.5886979699134827,0.0,0.4203615188598633,0.37267598509788513,0.36670052701908656
107,4,0.0,1.8277515323461557e-07,0.3394887447357178,0.0,1.6472466768391314e-07,0.34278762340545654,1.1095797357159594
107,4,0.2,1.9051445576678816e-07,0.37475481629371643,0.0,0.10206741839647293,0.35382404923439026,1.8665550550788852e-06
107,4,0.4,1.9457533539934957e-07,0.4388776421546936,0.0,0.1900397092103958,0.3627108335494995,1.0238667287368467e-06
107,4,0.6,1.9989349198112905e-07,0.5142364501953125,0.0,0.25437235832214355,0.3689867854118347,7.85830242325225e-07
107,4,0.8,2.0089240138077002e-07,0.5886979699134827,0.0,0.30915525555610657,0.37267598509788513,6.49810727038769e-07
107,8,0.0,1.8652758626558352e-07,0.3394887447357178,0.0,1.662970561255861e-07,0.34278762340545654,1.1216529661518453
107,8,0.2,1.898922050713736e-07,0.37475481629371643,0.0,0.05083497241139412,0.35382404923439026,3.735463915168985e-06
107,8,0.4,1.9769598225138907e-07,0.4388776421546936,0.0,0.09655942767858505,0.3627108335494995,2.0474021750569478e-06
107,8,0.6,2.0054804394931125e-07,0.5142364501953125,0.0,0.13518400490283966,0.3689867854118347,1.4835190309197487e-06
107,8,0.8,2.0172662118511653e-07,0.5886979699134827,0.0,0.16490024328231812,0.37267598509788513,1.223325188427707e-06
108,1,0.0,0.21590666472911835,0.3359106481075287,0.0,0.2156972438097,0.3339320719242096,1.00097090215767
108,1,0.2,0.22513628005981445,0.3634376525878906,0.0,0.24881769716739655,0.3333699703216553,0.9048242252171879
108,1,0.4,0.23390169441699982,0.41843825578689575,0.0,0.31244000792503357,0.33352842926979065,0.7486291399439532
108,1,0.6,0.24160005152225494,0.48647165298461914,0.0,0.38473135232925415,0.33434027433395386,0.6279707906817351
108,1,0.8,0.24789154529571533,0.5564048290252686,0.0,0.4543071985244751,0.3356481194496155,0.5456474079671898
108,2,0.0,0.13806165754795074,0.3359106481075287,0.0,0.13898321986198425,0.3339320719242096,0.9933692548283983
108,2,0.2,0.14097002148628235,0.3634376525878906,0.0,0.17489629983901978,0.3333699703216553,0.8060206054446877
108,2,0.4,0.1440480500459671,0.41843825578689575,0.0,0.24694351851940155,0.33352842926979065,0.5833238746642776
108,2,0.6,0.14703159034252167,0.48647165298461914,0.0,0.32513394951820374,0.33434027433395386,0.4522185104336193
108,2,0.8,0.14971694350242615,0.5564048290252686,0.0,0.3984266519546509,0.3356481194496155,0.37577040282803925
108,4,0.0,1.1328663163112651e-07,0.3359106481075287,0.0,1.0010665363324733e-07,0.3339320719242096,1.1316593604873217
108,4,0.2,1.3889666661270894e-07,0.3634376525878906,0.0,0.09317127615213394,0.3333699703216553,1.4907670298076918e-06
108,4,0.4,1.1966565693910525e-07,0.41843825578689575,0.0,0.17178983986377716,0.33352842926979065,6.965816897786015e-07
108,4,0.6,1.1743177452672171e-07,0.48647165298461914,0.0,0.23873278498649597,0.33434027433395386,4.918963037831788e-07
108,4,0.8,1.3226531336840708e-07,0.5564048290252686,0.0,0.29492849111557007,0.3356481194496155,4.4846570390033246e-07
108,8,0.0,1.1058718030199088e-07,0.3359106481075287,0.0,1.045490805040572e-07,0.3339320719242096,1.0577537341201138
108,8,0.2,1.2947955951858603e-07,0.3634376525878906,0.0,0.04504726827144623,0.3333699703216553,2.87430435822139e-06
108,8,0.4,1.2703533514013543e-07,0.41843825578689575,0.0,0.08664660900831223,0.33352842926979065,1.4661316420120794e-06
108,8,0.6,1.2897835688363557e-07,0.48647165298461914,0.0,0.1238834336400032,0.33434027433395386,1.0411267519306726e-06
108,8,0.8,1.3204393667365366e-07,0.5564048290252686,0.0,0.15602253377437592,0.3356481194496155,8.463132438587512e-07
109,1,0.0,0.2032826840877533,0.33320602774620056,0.0,0.20312486588954926,0.3332258462905884,1.0007769516425913
109,1,0.2,0.20260147750377655,0.3564121425151825,0.0,0.2328357845544815,0.3352169990539551,0.8701475071430422
109,1,0.4,0.2013922780752182,0.41329100728034973,0.0,0.3013034462928772,0.3386785089969635,0.6684035000364983
109,1,0.6,0.1997920125722885,0.4863578677177429,0.0,0.3818705081939697,0.34316006302833557,0.5231930936934384
109,1,0.8,0.1979840248823166,0.5617042779922485,0.0,0.45972293615341187,0.34810230135917664,0.43065944574983817
109,2,0.0,0.14362986385822296,0.33320602774620056,0.0,0.1440924108028412,0.3332258462905884,0.9967899284768639
109,2,0.2,0.14411966502666473,0.3564121425151825,0.0,0.18158571422100067,0.3352169990539551,0.7936729254552618
109,2,0.4,0.1443735808134079,0.41329100728034973,0.0,0.2576623558998108,0.3386785089969635,0.5603208132954663
109,2,0.6,0.1443852335214615,0.4863578677177429,0.0,0.3364252746105194,0.34316006302833557,0.42917475117949067
109,2,0.8,0.144188791513443,0.5617042779922485,0.0,0.4062700867652893,0.34810230135917664,0.354908707804382
109,4,0.0,1.1899585672381363e-07,0.33320602774620056,0.0,1.1875157213125931e-07,0.3332258462905884,1.002057106176955
109,4,0.2,1.1854232440100532e-07,0.3564121425151825,0.0,0.09397266060113907,0.3352169990539551,1.2614554450485402e-06
109,4,0.4,1.360355810220426e-07,0.41329100728034973,0.0,0.18268577754497528,0.3386785089969635,7.446424283825385e-07
109,4,0.6,1.1837867219810505e-07,0.4863578677177429,0.0,0.25585615634918213,0.34316006302833557,4.6267666132116294e-07
109,4,0.8,1.2864759924013924e-07,0.5617042779922485,0.0,0.31045541167259216,0.34810230135917664,4.1438349728563165e-07
109,8,0.0,1.2137067528783518e-07,0.33320602774620056,0.0,1.209460123163808e-07,0.3332258462905884,1.003511177948914
109,8,0.2,1.2411496186359727e-07,0.3564121425151825,0.0,0.05033847689628601,0.3352169990539551,2.4656082089912122e-06
109,8,0.4,1.4072759313421557e-07,0.41329100728034973,0.0,0.09705251455307007,0.3386785089969635,1.4500149097864246e-06
109,8,0.6,1.2466772147945449e-07,0.4863578677177429,0.0,0.13642433285713196,0.34316006302833557,9.138232078437988e-07
109,8,0.8,1.3453130520701961e-07,0.5617042779922485,0.0,0.16930174827575684,0.34810230135917664,7.946244299137212e-07

