seed,rank,magnitude_strength,DoRA construction,Frozen,Full fine-tuning,LoRA SVD oracle,Magnitude-only oracle,capacity_gap_log10
101,8,0.6,1.586492714977794e-07,0.4604924619197845,0.0,0.1222429797053337,0.3464665114879608,5.8867858452023665
101,8,0.8,1.6742026787142097e-07,0.5217574834823608,0.0,0.148164227604866,0.348076194524765,5.946935328879685
102,1,0.0,0.2267572581768036,0.3303505778312683,0.0,0.2260909974575042,0.3332985341548919,-0.0012779272486155967
102,1,0.2,0.2157976776361465,0.3553889393806457,0.0,0.2422591596841812,0.3300645649433136,0.05023343986924884
102,1,0.4,0.2068774998188018,0.4066196084022522,0.0,0.2928792834281921,0.3278606235980987,0.15097539433071366
102,1,0.6,0.2006103843450546,0.4695896506309509,0.0,0.3574194610118866,0.3267320990562439,0.25082478559175675
102,1,0.8,0.1971092671155929,0.5339381098747253,0.0,0.4230069816112518,0.326562762260437,0.3316404921763961
102,2,0.0,0.1427531540393829,0.3303505778312683,0.0,0.1432143747806549,0.3332985341548919,0.0014008988879474903
102,2,0.2,0.1366328299045562,0.3553889393806457,0.0,0.1673013120889663,0.3300645649433136,0.087944283578507
102,2,0.4,0.1313754618167877,0.4066196084022522,0.0,0.2288537472486496,0.3278606235980987,0.24104377226443544
102,2,0.6,0.1273416876792907,0.4695896506309509,0.0,0.2990458905696869,0.3267320990562439,0.37076723746043516
102,2,0.8,0.1246585324406623,0.5339381098747253,0.0,0.3628585338592529,0.326562762260437,0.4640153316616422
102,4,0.0,1.307434729369561e-07,0.3303505778312683,0.0,1.2498679780037494e-07,0.3332985341548919,-0.019555875495056767
102,4,0.2,1.3579433755239736e-07,0.3553889393806457,0.0,0.0845066159963607,0.3300645649433136,5.794009050253072
102,4,0.4,1.2702065532721465e-07,0.4066196084022522,0.0,0.1598109304904937,0.3278606235980987,6.099732131139351
102,4,0.6,1.2721808673177293e-07,0.4695896506309509,0.0,0.2190359383821487,0.3267320990562439,6.235966517859708
102,4,0.8,1.1236598140840218e-07,0.5339381098747253,0.0,0.2666404247283935,0.326562762260437,6.375291143149178
102,8,0.0,1.3629812656290596e-07,0.3303505778312683,0.0,1.2893559642179753e-07,0.3332985341548919,-0.024117052904827005
102,8,0.2,1.3801611942199088e-07,0.3553889393806457,0.0,0.0428217947483062,0.3300645649433136,5.491735053252353
102,8,0.4,1.257407689081447e-07,0.4066196084022522,0.0,0.0807918608188629,0.3278606235980987,5.807891499283688
102,8,0.6,1.30763936567746e-07,0.4695896506309509,0.0,0.1131327301263809,0.3267320990562439,5.93710028140141
102,8,0.8,1.274375591719945e-07,0.5339381098747253,0.0,0.1367650330066681,0.326562762260437,6.030677629850801
103,1,0.0,0.2019679099321365,0.3313895463943481,0.0,0.204295352101326,0.3336836397647857,0.004976114967381783
103,1,0.2,0.199626937508583,0.3456687927246094,0.0,0.2361701726913452,0.3206747770309448,0.07300590288162534
103,1,0.4,0.197705790400505,0.3896718621253967,0.0,0.3000363707542419,0.3084315955638885,0.18115451448578374
103,1,0.6,0.1962998509407043,0.4487970769405365,0.0,0.3717424571514129,0.2978231608867645,0.27732219540073566
103,1,0.8,0.1954134851694107,0.5114282369613647,0.0,0.4397955536842346,0.2893611192703247,0.3522963039682476
103,2,0.0,0.1448438912630081,0.3313895463943481,0.0,0.1462702453136444,0.3336836397647857,0.004255806040769501
103,2,0.2,0.1430408507585525,0.3456687927246094,0.0,0.1821161955595016,0.3206747770309448,0.10488848474401063
103,2,0.4,0.1412208378314972,0.3896718621253967,0.0,0.2498087137937545,0.3084315955638885,0.24770879956571687
103,2,0.6,0.1395197957754135,0.4487970769405365,0.0,0.3168809711933136,0.2978231608867645,0.3562603285639632
103,2,0.8,0.1380315423011779,0.5114282369613647,0.0,0.3735619187355041,0.2893611192703247,0.43238425679454606
103,4,0.0,1.0440117392818139e-07,0.3313895463943481,0.0,1.1903758689868484e-07,0.3336836397647857,0.056978732304817974
103,4,0.2,1.1740116434566517e-07,0.3456687927246094,0.0,0.0911132246255874,0.3206747770309448,5.889909013083411
103,4,0.4,1.0773752734394293e-07,0.3896718621253967,0.0,0.1676682382822036,0.3084315955638885,6.192083797211628
103,4,0.6,1.0187140730977263e-07,0.4487970769405365,0.0,0.2298919409513473,0.2978231608867645,6.353471441198759
103,4,0.8,1.297051710480446e-07,0.5114282369613647,0.0,0.2812753319740295,0.2893611192703247,6.336174355176923
103,8,0.0,1.0806952843722685e-07,0.3313895463943481,0.0,1.1873205352230799e-07,0.3336836397647857,0.04086472275663468
103,8,0.2,1.1883309269933306e-07,0.3456687927246094,0.0,0.0457260087132453,0.3206747770309448,5.585225894732794
103,8,0.4,1.1653960285684661e-07,0.3896718621253967,0.0,0.0875116065144538,0.3084315955638885,5.875592122805663
103,8,0.6,1.1130314447882485e-07,0.4487970769405365,0.0,0.1234128475189209,0.2978231608867645,6.044852938985122
103,8,0.8,1.1913037667454773e-07,0.5114282369613647,0.0,0.1529632359743118,0.2893611192703247,6.108564547666559
104,1,0.0,0.2037246227264404,0.3270635306835174,0.0,0.2044381648302078,0.3253219425678253,0.0015184515757217898
104,1,0.2,0.2033656537532806,0.3594411015510559,0.0,0.2295408546924591,0.3366869688034057,0.05258238723189413
104,1,0.4,0.2020825743675232,0.417300283908844,0.0,0.2901714742183685,0.34614098072052,0.1571258503656523
104,1,0.6,0.2001209855079651,0.4840959012508392,0.0,0.3606837689876556,0.3533810973167419,0.2558339662878918
104,1,0.8,0.1977556645870208,0.5496487617492676,0.0,0.4284844398498535,0.3584805130958557,0.33580612296628076
104,2,0.0,0.1398781985044479,0.3270635306835174,0.0,0.1399174779653549,0.3253219425678253,0.00012193793307552334
104,2,0.2,0.139621153473854,0.3594411015510559,0.0,0.1740302592515945,0.3366869688034057,0.0956735455635866
104,2,0.4,0.1389430612325668,0.417300283908844,0.0,0.2423400580883026,0.34614098072052,0.24158834451113573
104,2,0.6,0.1379646509885788,0.4840959012508392,0.0,0.3141425848007202,0.3533810973167419,0.35735898620100987
104,2,0.8,0.1368173658847808,0.5496487617492676,0.0,0.3780699372291565,0.3584805130958557,0.4414309203985842
104,4,0.0,1.110138683202422e-07,0.3270635306835174,0.0,1.0049397758393753e-07,0.3253219425678253,-0.0432371999919897
104,4,0.2,1.2187396691842878e-07,0.3594411015510559,0.0,0.0976418107748031,0.3366869688034057,5.903724877479182
104,4,0.4,1.2399114268646372e-07,0.417300283908844,0.0,0.1811340898275375,0.34614098072052,6.164609530745316
104,4,0.6,1.2114308844957122e-07,0.4840959012508392,0.0,0.2424789667129516,0.3533810973167419,6.301375431212811
104,4,0.8,1.170148919982239e-07,0.5496487617492676,0.0,0.2890999317169189,0.3584805130958557,6.392806852979359
104,8,0.0,1.1623991724718509e-07,0.3270635306835174,0.0,9.985197380046885e-08,0.3253219425678253,-0.065998638003923
104,8,0.2,1.173205674831479e-07,0.3594411015510559,0.0,0.0469402000308036,0.3366869688034057,5.602170780958304
104,8,0.4,1.2921827874379233e-07,0.417300283908844,0.0,0.0884825140237808,0.34614098072052,5.835533501889163
104,8,0.6,1.2565448059831397e-07,0.4840959012508392,0.0,0.1232101768255233,0.3533810973167419,5.99146860153821
104,8,0.8,1.22411208280937e-07,0.5496487617492676,0.0,0.1511223167181015,0.3584805130958557,6.091507418001288
105,1,0.0,0.243905633687973,0.3243512809276581,0.0,0.2472581416368484,0.3223372399806976,0.0059287691296313364
105,1,0.2,0.2368810623884201,0.3266527652740478,0.0,0.2543216943740845,0.3133379220962524,0.030853066173926094
105,1,0.4,0.2297483831644058,0.3659842908382416,0.0,0.3036656379699707,0.3031576573848724,0.12114318728455323
105,1,0.6,0.2231155186891555,0.4288804531097412,0.0,0.3755123317241668,0.2925933301448822,0.22609442521704537
105,1,0.8,0.2174902707338333,0.5003970265388489,0.0,0.4518064856529236,0.2824766635894775,0.31751262701511024
105,2,0.0,0.1664683222770691,0.3243512809276581,0.0,0.1720693260431289,0.3223372399806976,0.014371855082783139
105,2,0.2,0.1606671661138534,0.3266527652740478,0.0,0.1927342414855957,0.3133379220962524,0.07903174542788471
105,2,0.4,0.1541725844144821,0.3659842908382416,0.0,0.2568517327308655,0.3031576573848724,0.2216753472371167
105,2,0.6,0.1474845856428146,0.4288804531097412,0.0,0.3329063057899475,0.2925933301448822,0.35357538910102493
105,2,0.8,0.1411250531673431,0.5003970265388489,0.0,0.4041703641414642,0.2824766635894775,0.4569603470834826
105,4,0.0,1.6027640015181532e-07,0.3243512809276581,0.0,1.2753484668337478e-07,0.3223372399806976,-0.09924071509321107
105,4,0.2,1.5701593270023298e-07,0.3266527652740478,0.0,0.0971803590655326,0.3133379220962524,5.791634776058788
105,4,0.4,1.580925896860208e-07,0.3659842908382416,0.0,0.1907457560300827,0.3031576573848724,6.0815433703484985
105,4,0.6,1.4627289601776286e-07,0.4288804531097412,0.0,0.2598086595535278,0.2925933301448822,6.249489762275217
105,4,0.8,1.4485877386505308e-07,0.5003970265388489,0.0,0.3056751191616058,0.2824766635894775,6.324315285318876
105,8,0.0,1.623944569928426e-07,0.3243512809276581,0.0,1.2827536011172924e-07,0.3223372399806976,-0.1024279588535655
105,8,0.2,1.5924710794479324e-07,0.3266527652740478,0.0,0.0472974404692649,0.3133379220962524,5.472766085311818
105,8,0.4,1.601064099077121e-07,0.3659842908382416,0.0,0.0946592316031456,0.3031576573848724,5.771754255382306
105,8,0.6,1.4839520190434996e-07,0.4288804531097412,0.0,0.1369948238134384,0.2925933301448822,5.965284299137444
105,8,0.8,1.455369584846267e-07,0.5003970265388489,0.0,0.1680327951908111,0.2824766635894775,6.062420757303937
106,1,0.0,0.2527277767658233,0.3331868052482605,0.0,0.2514016032218933,0.3360894918441772,-0.002284934001470839
106,1,0.2,0.2436022311449051,0.3365476131439209,0.0,0.2628194093704223,0.3248644769191742,0.03297617331101625
106,1,0.4,0.2355880290269851,0.3756219148635864,0.0,0.3120101988315582,0.31413134932518,0.12201557144957294
106,1,0.6,0.2293003499507904,0.434914767742157,0.0,0.3764730393886566,0.3047450482845306,0.21532916269731864
106,1,0.8,0.2249896079301834,0.5001474022865295,0.0,0.4381412267684936,0.2972323000431061,0.28945166101216496
106,2,0.0,0.1761815696954727,0.3331868052482605,0.0,0.1775262653827667,0.3360894918441772,0.00330214189469911
106,2,0.2,0.1717555224895477,0.3365476131439209,0.0,0.1980770081281662,0.3248644769191742,0.06192335763670998
106,2,0.4,0.1681486368179321,0.3756219148635864,0.0,0.2609253823757171,0.31413134932518,0.19082297774415757
106,2,0.6,0.165600448846817,0.434914767742157,0.0,0.3298247754573822,0.3047450482845306,0.2992217658741976
106,2,0.8,0.164141297340393,0.5001474022865295,0.0,0.3835819661617279,0.2972323000431061,0.36864031924819957
106,4,0.0,1.9826666175504212e-07,0.3331868052482605,0.0,1.5316334156523228e-07,0.3360894918441772,-0.1120948615881057
106,4,0.2,2.0283286517042145e-07,0.3365476131439209,0.0,0.093911312520504,0.3248644769191742,5.66557958492004
106,4,0.4,1.946001191299729e-07,0.3756219148635864,0.0,0.1735251247882843,0.31413134932518,5.950219263593528
106,4,0.6,1.8911896404461006e-07,0.434914767742157,0.0,0.241459384560585,0.3047450482845306,6.106109009123537
106,4,0.8,1.8574917248770362e-07,0.5001474022865295,0.0,0.2964776754379272,0.2972323000431061,6.203065109204383
106,8,0.0,2.0512577236786458e-07,0.3331868052482605,0.0,1.529674449329832e-07,0.3360894918441772,-0.12742121674977552
106,8,0.2,2.0928298738454035e-07,0.3365476131439209,0.0,0.0499263443052768,0.3248644769191742,5.377595841441459
106,8,0.4,2.0404726797096373e-07,0.3756219148635864,0.0,0.0958911776542663,0.31413134932518,5.672047868003758
106,8,0.6,1.9395902484120603e-07,0.434914767742157,0.0,0.1326949298381805,0.3047450482845306,5.835144337187307
106,8,0.8,1.9323026378970098e-07,0.5001474022865295,0.0,0.1616251915693283,0.2972323000431061,5.922433905888289
107,1,0.0,0.2424607872962951,0.3394887447357178,0.0,0.2427247762680053,0.3427876234054565,0.00047259841850407164
107,1,0.2,0.2461429983377456,0.3747548162937164,0.0,0.2767114043235779,0.3538240492343902,0.05083957187005907
107,1,0.4,0.2478812336921692,0.4388776421546936,0.0,0.3388011455535888,0.3627108335494995,0.13570122115221994
107,1,0.6,0.2477391064167022,0.5142364501953125,0.0,0.4107439517974853,0.3689867854118347,0.21957661038882287
107,1,0.8,0.2460478544235229,0.5886979699134827,0.0,0.4810321629047394,0.3726759850978851,0.291154532992145
107,2,0.0,0.1455558091402053,0.3394887447357178,0.0,0.1463406831026077,0.3427876234054565,0.002335535105205628
107,2,0.2,0.1489385664463043,0.3747548162937164,0.0,0.1911735087633133,0.3538240492343902,0.10842054180316545
107,2,0.4,0.1515576541423797,0.4388776421546936,0.0,0.2712705731391907,0.3627108335494995,0.2528248104586517
107,2,0.6,0.1532830148935318,0.5142364501953125,0.0,0.3536680042743683,0.3689867854118347,0.36310173785848143
107,2,0.8,0.1541467905044555,0.5886979699134827,0.0,0.4203615188598633,0.3726759850978851,0.43568846587436694
107,4,0.0,1.8277515323461563e-07,0.3394887447357178,0.0,1.6472466768391317e-07,0.3427876234054565,-0.045158516606052676
107,4,0.2,1.9051445576678819e-07,0.3747548162937164,0.0,0.1020674183964729,0.3538240492343902,5.728959195791608
107,4,0.4,1.9457533539934962e-07,0.4388776421546936,0.0,0.1900397092103958,0.3627108335494995,5.989756569474366
107,4,0.6,1.9989349198112905e-07,0.5142364501953125,0.0,0.2543723583221435,0.3689867854118347,6.104671261573802
107,4,0.8,2.0089240138077002e-07,0.5886979699134827,0.0,0.3091552555561065,0.3726759850978851,6.187213123623089
107,8,0.0,1.8652758626558352e-07,0.3394887447357178,0.0,1.662970561255861e-07,0.3427876234054565,-0.04985850914999909
107,8,0.2,1.898922050713736e-07,0.3747548162937164,0.0,0.0508349724113941,0.3538240492343902,5.42765545454829
107,8,0.4,1.976959822513891e-07,0.4388776421546936,0.0,0.096559427678585,0.3627108335494995,5.688796839676412
107,8,0.6,2.0054804394931125e-07,0.5142364501953125,0.0,0.1351840049028396,0.3689867854118347,5.828706878082953
107,8,0.8,2.0172662118511653e-07,0.5886979699134827,0.0,0.1649002432823181,0.3726759850978851,5.912458081992923
108,1,0.0,0.2159066647291183,0.3359106481075287,0.0,0.2156972438097,0.3339320719242096,-0.00042145288787574884
108,1,0.2,0.2251362800598144,0.3634376525878906,0.0,0.2488176971673965,0.3333699703216553,0.04343578038884947
108,1,0.4,0.2339016944169998,0.4184382557868957,0.0,0.3124400079250335,0.3335284292697906,0.12573327223821681
108,1,0.6,0.2416000515222549,0.4864716529846191,0.0,0.3847313523292541,0.3343402743339538,0.20206055648694768
108,1,0.8,0.2478915452957153,0.5564048290252686,0.0,0.4543071985244751,0.3356481194496155,0.26308790352002354
108,2,0.0,0.1380616575479507,0.3359106481075287,0.0,0.1389832198619842,0.3339320719242096,0.002889285718892522
108,2,0.2,0.1409700214862823,0.3634376525878906,0.0,0.1748962998390197,0.3333699703216553,0.09365385556893134
108,2,0.4,0.1440480500459671,0.4184382557868957,0.0,0.2469435185194015,0.3335284292697906,0.23409024811522192
108,2,0.6,0.1470315903425216,0.4864716529846191,0.0,0.3251339495182037,0.3343402743339538,0.34465166486848203
108,2,0.8,0.1497169435024261,0.5564048290252686,0.0,0.3984266519546509,0.3356481194496155,0.42507742964970546
108,4,0.0,1.1328663163112652e-07,0.3359106481075287,0.0,1.0010665363324733e-07,0.3339320719242096,-0.053715720029156165
108,4,0.2,1.3889666661270894e-07,0.3634376525878906,0.0,0.0931712761521339,0.3333699703216553,5.826590220781979
108,4,0.4,1.1966565693910525e-07,0.4184382557868957,0.0,0.1717898398637771,0.3335284292697906,6.1570279455146295
108,4,0.6,1.1743177452672172e-07,0.4864716529846191,0.0,0.2387327849864959,0.3343402743339538,6.308126440812493
108,4,0.8,1.3226531336840708e-07,0.5564048290252686,0.0,0.29492849111557,0.3356481194496155,6.348270763715428
108,8,0.0,1.1058718030199088e-07,0.3359106481075287,0.0,1.045490805040572e-07,0.3339320719242096,-0.02438456716797196
108,8,0.2,1.2947955951858606e-07,0.3634376525878906,0.0,0.0450472682714462,0.3333699703216553,5.541467246606268
108,8,0.4,1.2703533514013546e-07,0.4184382557868957,0.0,0.0866466090083122,0.3335284292697906,5.833827033219663
108,8,0.6,1.2897835688363557e-07,0.4864716529846191,0.0,0.1238834336400032,0.3343402743339538,5.982496394108063
108,8,0.8,1.3204393667365366e-07,0.5564048290252686,0.0,0.1560225337743759,0.3356481194496155,6.072468862847327
109,1,0.0,0.2032826840877533,0.3332060277462005,0.0,0.2031248658895492,0.3332258462905884,-0.0003372947971707426
109,1,0.2,0.2026014775037765,0.3564121425151825,0.0,0.2328357845544815,0.3352169990539551,0.06040711967090872
109,1,0.4,0.2013922780752182,0.4132910072803497,0.0,0.3013034462928772,0.3386785089969635,0.1749612846276022
109,1,0.6,0.1997920125722885,0.4863578677177429,0.0,0.3818705081939697,0.3431600630283355,0.28133799746403815
109,1,0.8,0.1979840248823166,0.5617042779922485,0.0,0.4597229361534118,0.3481023013591766,0.3658660228654508
109,2,0.0,0.1436298638582229,0.3332060277462005,0.0,0.1440924108028412,0.3332258462905884,0.0013963587557521075
109,2,0.2,0.1441196650266647,0.3564121425151825,0.0,0.1815857142210006,0.3352169990539551,0.10035843451852115
109,2,0.4,0.1443735808134079,0.4132910072803497,0.0,0.2576623558998108,0.3386785089969635,0.2515632452256512
109,2,0.6,0.1443852335214615,0.4863578677177429,0.0,0.3364252746105194,0.3431600630283355,0.36736583597442146
109,2,0.8,0.144188791513443,0.5617042779922485,0.0,0.4062700867652893,0.3481023013591766,0.449883344960666
109,4,0.0,1.1899585672381364e-07,0.3332060277462005,0.0,1.1875157213125934e-07,0.3332258462905884,-0.0008924722206801731
109,4,0.2,1.1854232440100533e-07,0.3564121425151825,0.0,0.093972660601139,0.3352169990539551,5.899128084275443
109,4,0.4,1.360355810220426e-07,0.4132910072803497,0.0,0.1826857775449752,0.3386785089969635,6.128052222096339
109,4,0.6,1.1837867219810505e-07,0.4863578677177429,0.0,0.2558561563491821,0.3431600630283355,6.334722406951518
109,4,0.8,1.2864759924013924e-07,0.5617042779922485,0.0,0.3104554116725921,0.3481023013591766,6.382597548582557
109,8,0.0,1.2137067528783518e-07,0.3332060277462005,0.0,1.209460123163808e-07,0.3332258462905884,-0.0015222143865292396
109,8,0.2,1.241149618635973e-07,0.3564121425151825,0.0,0.050338476896286,0.3352169990539551,5.608075932684039
109,8,0.4,1.4072759313421557e-07,0.4132910072803497,0.0,0.09705251455307,0.3386785089969635,5.838627532106625
109,8,0.6,1.2466772147945449e-07,0.4863578677177429,0.0,0.1364243328571319,0.3431600630283355,6.03913781661243
109,8,0.8,1.3453130520701961e-07,0.5617042779922485,0.0,0.1693017482757568,0.3481023013591766,6.099838087136649
